0.1111111111111111, 90
0.16666666666666669, 130
0.30555555555555564, 110
0.5277777777777779, 100
0.5277777777777779, 80
0.6388888888888891, 130
0.7222222222222224, 110
0.7500000000000002, 70
0.8333333333333336, 60
0.9722222222222225, 50
1.027777777777778, 70
1.0555555555555556, 80
1.0833333333333333, 70
1.111111111111111, 70
1.3888888888888877, 60
1.4999999999999984, 80
1.6666666666666645, 90
1.7222222222222199, 110
1.805555555555553, 80
2.0277777777777746, 120
2.166666666666663, 120
2.2222222222222183, 100
2.3055555555555514, 120
2.333333333333329, 120
2.4722222222222174, 90
2.666666666666661, 80
2.7499999999999942, 70
2.777777777777772, 80
2.9166666666666603, 70
3.027777777777771, 70
3.111111111111104, 90
3.305555555555548, 70
3.5277777777777692, 70
3.5277777777777692, 60
3.7499999999999907, 70
3.8333333333333237, 100
3.99999999999999, 60
4.055555555555546, 70
4.166666666666656, 80
4.222222222222212, 90
4.222222222222212, 100
4.305555555555545, 60
4.333333333333322, 100
4.416666666666655, 60
4.416666666666655, 70
4.638888888888877, 70
4.6666666666666545, 60
4.6666666666666545, 50
4.833333333333321, 60
4.916666666666654, 110
4.916666666666654, 100
4.944444444444431, 50
4.999999999999987, 110
5.027777777777764, 120
5.055555555555542, 110
5.19444444444443, 60
5.2777777777777635, 120
5.2777777777777635, 110
5.305555555555541, 100
5.333333333333319, 130
5.472222222222207, 110
5.527777777777763, 80
5.749999999999984, 90
5.91666666666665, 60
5.9722222222222054, 60
6.1388888888888715, 70
6.222222222222205, 80
6.222222222222205, 60
6.499999999999981, 70
6.583333333333314, 90
6.611111111111092, 50
6.694444444444425, 70
6.722222222222203, 80
6.861111111111091, 80
6.944444444444424, 80
6.944444444444424, 70
7.055555555555535, 100
7.388888888888867, 110
7.416666666666645, 110
7.499999999999978, 100
7.555555555555533, 80
7.777777777777755, 80
7.805555555555532, 70
7.83333333333331, 70
7.83333333333331, 60
8.055555555555532, 80
8.194444444444425, 90
8.194444444444425, 100
8.222222222222204, 80
8.27777777777776, 70
8.333333333333318, 80
8.444444444444432, 80
8.444444444444432, 60
8.49999999999999, 100
8.49999999999999, 110
8.611111111111104, 70
8.66666666666666, 80
8.749999999999996, 100
8.86111111111111, 70
9.05555555555556, 90
9.08333333333334, 80
9.111111111111118, 70
9.305555555555568, 90
9.305555555555568, 100
9.305555555555568, 60
9.333333333333346, 50
