0.0, B00,B01,B02,B03,B04,B05,B06,B07,B08,B09,S00,S01,S02,S03,S04,S05,S06,S07,S08,S09,
194.10, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 59, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
194.55, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.05, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.15, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.30, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.40, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.55, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.70, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.85, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
195.95, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
196.20, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
196.40, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
196.65, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
196.85, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
197.05, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
197.15, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 148, 50.0, 50.0, 50.0, 
197.25, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
197.55, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
198.35, 53, 150.0, 50, 59, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
198.40, 53, 150.0, 50, 1, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
198.50, 53, 150.0, 50, 1, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
198.65, 53, 150.0, 50, 1, 150.0, 53, 150.0, 150.0, 50, 150.0, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
198.80, 53, 150.0, 50, 1, 150.0, 53, 150.0, 150.0, 50, 51, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
199.00, 53, 150.0, 50, 55, 150.0, 53, 150.0, 150.0, 50, 51, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
199.25, 53, 150.0, 50, 55, 150.0, 53, 150.0, 150.0, 50, 51, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
199.45, 53, 150.0, 50, 55, 150.0, 53, 150.0, 150.0, 50, 51, 50.0, 50.0, 50.0, 50.0, 147, 148, 50.0, 50.0, 50.0, 50.0, 
