0.0, B00,B01,B02,B03,B04,B05,B06,B07,B08,B09,S00,S01,S02,S03,S04,S05,S06,S07,S08,S09,
131.30, 74, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.35, 74, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.40, 74, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.45, 74, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.55, 74, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.60, 74, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
131.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.15, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.20, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.40, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.45, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
132.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.20, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.30, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.40, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
133.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.20, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.30, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.40, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.45, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
134.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.15, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
135.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.15, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.20, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.30, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.40, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.45, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
136.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.15, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.30, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.40, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.45, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
137.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.15, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.20, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.30, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.45, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
138.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.15, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.20, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.30, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.40, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.45, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
139.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.15, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.20, 72, 73, 73, 73, 72, 73, 73, 74, 73, 74, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.25, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.30, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.35, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.40, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.45, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.50, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.55, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.60, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.65, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.70, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.75, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.80, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.85, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.90, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
140.95, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.00, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.05, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.10, 72, 73, 73, 73, 72, 73, 73, 74, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.15, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.20, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.25, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.30, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.35, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.40, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.45, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.50, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.55, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.60, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.65, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.70, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.75, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.80, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.85, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.90, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
141.95, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.00, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.05, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.10, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.15, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.20, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.25, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.30, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.35, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.40, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.45, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.50, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.55, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.60, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.65, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.70, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.75, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.80, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
142.85, 72, 73, 73, 73, 72, 73, 73, 73, 73, 73, 74, 75, 74, 74, 74, 74, 74, 74, 74, 74, 
