0.0, B00,B01,B02,B03,B04,B05,B06,B07,B08,B09,S00,S01,S02,S03,S04,S05,S06,S07,S08,S09,
 85.80, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 85.85, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 85.90, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 85.95, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.00, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.05, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.10, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.15, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.20, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.25, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.30, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.35, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.45, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.50, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.60, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.65, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.75, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.80, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.90, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 86.95, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.00, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.10, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.20, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.25, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.30, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.35, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.40, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.45, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.50, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.60, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.65, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.70, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.75, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.80, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.85, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.90, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 87.95, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.00, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.05, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.10, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.20, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.25, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.30, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.35, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.40, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.45, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.50, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.55, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.60, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.70, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.80, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.85, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.90, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 88.95, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.05, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.10, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.15, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.20, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.25, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.40, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.55, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.60, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.65, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.70, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.75, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.85, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 89.95, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 90.00, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 90.05, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 90.15, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 90.20, 73, 72, 79, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 90.25, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 90.30, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 75, 75, 
 90.35, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 74, 75, 
 90.45, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 74, 75, 
 90.50, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 75, 74, 74, 75, 
 90.55, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 74, 74, 74, 75, 
 90.60, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 76, 74, 75, 74, 74, 74, 75, 
 90.65, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 90.70, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 90.75, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 90.80, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 90.85, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 90.90, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 90.95, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 91.05, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 91.10, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 91.15, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 91.25, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 76, 75, 74, 75, 74, 74, 74, 75, 
 91.30, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.35, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.45, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.55, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 75, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.60, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.65, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.70, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.75, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.80, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.85, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 91.90, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.00, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.15, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.20, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.25, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.30, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.40, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.45, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.50, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.60, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.70, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.75, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.85, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.90, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 92.95, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.00, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.05, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.10, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.15, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.20, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.25, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.30, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.50, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.55, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.60, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.70, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.75, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.80, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.85, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.90, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 93.95, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.00, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.05, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.15, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.20, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.25, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.45, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.50, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.55, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.60, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.65, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.70, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.75, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.85, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 75, 
 94.90, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 94.95, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.00, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.05, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.10, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.15, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.20, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.25, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.30, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.35, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.40, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.55, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.65, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.70, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.75, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.80, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.85, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.90, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 95.95, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.05, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.10, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.15, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.20, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.25, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.30, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.35, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.40, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.45, 73, 72, 77, 77, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.50, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.60, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.65, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.70, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 96.80, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.00, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.05, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.10, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.15, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.20, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.25, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.35, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.40, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.45, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.50, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.55, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.60, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.65, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.70, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.75, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.85, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 97.95, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.00, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.15, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.20, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.30, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.35, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.40, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.45, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.50, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.55, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.60, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.65, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.70, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.80, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
 98.85, 73, 72, 77, 74, 72, 73, 70, 73, 69, 73, 75, 74, 74, 75, 74, 75, 74, 74, 74, 74, 
