  8.80, -1, -1, -1, 94, 9, -1, 61, -1, 115, -1, -1, -1, 449, 375, 355, -1, -1, 57, -1, -1, 
  9.20, -1, -1, -1, 94, 110, -1, 61, -1, 115, -1, -1, -1, 449, 375, 355, -1, -1, 57, -1, -1, 
  9.40, -1, -1, -1, 94, 110, -1, 124, -1, 115, -1, -1, -1, 449, 375, 355, -1, -1, 57, -1, -1, 
  9.55, -1, -1, -1, 94, 110, -1, 124, -1, 115, -1, -1, -1, 449, 269, 355, -1, -1, 57, -1, -1, 
  9.65, -1, -1, -1, 94, 110, -1, 124, -1, 115, -1, -1, 90, 449, 269, 355, -1, -1, 57, -1, -1, 
  9.75, -1, -1, -1, 94, 91, -1, 124, -1, 115, -1, -1, 90, 449, 269, 355, -1, -1, 57, -1, -1, 
  9.80, -1, -1, -1, 134, 91, -1, 124, -1, 115, -1, -1, 90, 449, 269, 355, -1, -1, 57, -1, -1, 
 10.00, -1, -1, -1, 130, 91, -1, 124, -1, 115, -1, -1, 90, 449, 269, 355, -1, -1, 57, -1, -1, 
 10.15, -1, -1, -1, 130, 91, -1, 124, -1, 115, -1, -1, 90, 449, 269, 404, -1, -1, 57, -1, -1, 
 10.45, -1, -1, -1, 64, 91, -1, 124, -1, 115, -1, -1, 90, 449, 269, 404, -1, -1, 57, -1, -1, 
 10.75, -1, 95, -1, 64, 91, -1, 124, -1, 115, -1, -1, 90, 449, 269, 404, -1, -1, 57, -1, -1, 
 11.10, -1, 95, -1, 64, 91, -1, 124, -1, 115, -1, -1, 90, 109, 269, 404, -1, -1, 57, -1, -1, 
 11.55, -1, 95, -1, 64, 91, -1, 124, -1, 115, -1, -1, 90, 133, 269, 404, -1, -1, 57, -1, -1, 
 11.65, -1, 95, -1, 64, 27, -1, 124, -1, 115, -1, -1, 90, 133, 269, 404, -1, -1, 57, -1, -1, 
 11.70, -1, 95, -1, 64, 27, -1, 124, -1, 115, -1, -1, 90, 146, 269, 404, -1, -1, 57, -1, -1, 
 11.75, -1, 95, -1, 69, 27, -1, 124, -1, 115, -1, -1, 90, 146, 269, 404, -1, -1, 57, -1, -1, 
 11.80, -1, 95, 111, 69, 27, -1, 124, -1, 115, -1, -1, 90, 146, 269, 404, -1, -1, 57, -1, -1, 
 11.85, -1, 95, 111, 59, 27, -1, 124, -1, 115, -1, -1, 90, 146, 269, 404, -1, -1, 57, -1, -1, 
 11.90, -1, 95, 111, 59, 27, -1, 124, -1, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, -1, 
 12.30, -1, 95, 111, 59, 27, -1, 124, -1, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.35, -1, 57, 111, 59, 27, -1, 124, -1, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.45, -1, 48, 111, 59, 27, -1, 124, -1, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.60, -1, 48, 111, 59, 27, -1, 124, 131, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.65, -1, 48, 111, 78, 27, -1, 124, 131, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.70, -1, 48, 111, 78, 27, -1, 124, 131, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.75, -1, 48, 111, 78, 140, -1, 124, 131, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.90, -1, 48, 111, 78, 140, -1, 124, 82, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 12.95, -1, 48, 111, 71, 140, -1, 124, 82, 115, -1, -1, 90, 146, 426, 404, -1, -1, 57, -1, 60, 
 13.05, -1, 48, 111, 71, 140, -1, 124, 82, 115, -1, -1, 90, 146, 426, 368, -1, -1, 57, -1, 60, 
 13.35, -1, 48, 111, 71, 140, 44, 124, 82, 115, -1, -1, 90, 146, 426, 368, -1, -1, 57, -1, 60, 
 13.45, -1, 48, 111, 71, 140, 44, 124, 82, 115, -1, -1, 90, 369, 426, 368, -1, -1, 57, -1, 60, 
 13.55, -1, 48, 111, 71, 140, 44, 124, 82, 115, -1, -1, 90, 369, 426, 368, -1, -1, 57, 483, 60, 
 13.60, -1, 48, 111, 71, 140, 44, 124, 107, 115, -1, -1, 90, 369, 426, 368, -1, -1, 57, 483, 60, 
 13.65, -1, 48, 111, 71, 69, 44, 124, 107, 115, -1, -1, 90, 369, 426, 368, -1, -1, 57, 483, 60, 
 13.75, -1, 48, 111, 71, 69, 44, 124, 107, 115, -1, -1, 90, 369, 435, 368, -1, -1, 57, 483, 60, 
 13.80, -1, 48, 111, 142, 69, 44, 124, 107, 115, -1, -1, 90, 369, 435, 368, -1, -1, 57, 483, 60, 
 13.85, -1, 48, 111, 142, 96, 44, 124, 107, 115, -1, -1, 90, 369, 435, 368, -1, -1, 57, 483, 60, 
 14.05, -1, 48, 111, 142, 96, 44, 124, 98, 115, -1, -1, 90, 369, 435, 368, -1, -1, 57, 483, 60, 
 14.15, -1, 48, 111, 142, 96, 44, 124, 71, 115, -1, -1, 90, 369, 435, 368, -1, -1, 57, 483, 60, 
 14.35, -1, 48, 111, 142, 96, 44, 124, 105, 115, -1, -1, 90, 369, 435, 368, -1, -1, 57, 483, 60, 
 14.50, -1, 48, 111, 142, 96, 44, 124, 105, 115, -1, -1, 90, 335, 435, 368, -1, -1, 57, 483, 60, 
 14.55, -1, 48, 111, 142, 96, 44, 124, 105, 115, -1, -1, 90, 335, 435, 460, -1, -1, 57, 483, 60, 
 14.60, -1, 48, 111, 142, 96, 44, 124, 115, 115, -1, -1, 90, 335, 435, 460, -1, -1, 57, 483, 60, 
 14.70, -1, 48, 111, 142, 96, 44, 124, 142, 115, -1, -1, 90, 335, 435, 460, -1, -1, 57, 483, 60, 
 14.75, -1, 48, 111, 142, 96, 44, 124, 142, 115, -1, -1, 90, 335, 91, 460, -1, -1, 57, 483, 60, 
 14.85, -1, 48, 111, 142, 96, 44, 124, 142, 115, -1, -1, 90, 365, 91, 460, -1, -1, 57, 483, 60, 
 14.95, -1, 48, 111, 142, 96, 44, 124, 142, 115, -1, -1, 90, 277, 91, 460, -1, -1, 57, 483, 60, 
 15.40, -1, 48, 111, 142, 96, 82, 124, 142, 115, -1, -1, 90, 277, 91, 460, -1, -1, 57, 483, 60, 
 15.55, -1, 48, 111, 142, 96, 82, 124, 142, 115, -1, -1, 90, 277, 91, 460, 209, -1, 57, 483, 60, 
 15.75, -1, 48, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 460, 209, -1, 57, 483, 60, 
 15.85, -1, 48, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 460, 210, -1, 57, 483, 60, 
 15.90, -1, 146, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 460, 210, -1, 57, 483, 60, 
 16.00, -1, 83, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 460, 210, -1, 57, 483, 60, 
 16.10, -1, 83, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 310, 210, -1, 57, 483, 60, 
 16.30, -1, 82, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 310, 210, -1, 57, 483, 60, 
 16.70, -1, 82, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 214, 210, -1, 57, 483, 60, 
 16.85, -1, 82, 111, 142, 96, 107, 124, 142, 115, -1, -1, 90, 277, 91, 277, 210, -1, 57, 483, 60, 
 16.95, -1, 82, 111, 142, 96, 70, 124, 142, 115, -1, -1, 90, 277, 91, 277, 210, -1, 57, 483, 60, 
 17.05, -1, 82, 111, 142, 96, 70, 124, 118, 115, -1, -1, 90, 277, 91, 277, 210, -1, 57, 483, 60, 
 17.10, -1, 119, 111, 142, 96, 70, 124, 118, 115, -1, -1, 90, 277, 91, 277, 210, -1, 57, 483, 60, 
 17.20, -1, 119, 111, 142, 96, 70, 124, 96, 115, -1, -1, 90, 277, 91, 277, 210, -1, 57, 483, 60, 
 17.30, -1, 119, 111, 142, 96, 70, 124, 71, 115, -1, -1, 90, 277, 91, 277, 210, -1, 57, 483, 60, 
 17.40, -1, 119, 111, 142, 96, 70, 124, 71, 115, -1, -1, 90, 155, 91, 277, 210, -1, 57, 483, 60, 
 17.45, -1, 112, 111, 142, 96, 70, 124, 71, 115, -1, -1, 90, 155, 91, 277, 210, -1, 57, 483, 60, 
 17.50, -1, 112, 111, 142, 96, 82, 124, 71, 115, -1, -1, 90, 155, 91, 277, 210, -1, 57, 483, 60, 
 17.75, -1, 112, 111, 142, 128, 82, 124, 71, 115, -1, -1, 90, 155, 91, 277, 210, -1, 57, 483, 60, 
 17.80, -1, 112, 111, 142, 128, 13, 124, 71, 115, -1, -1, 90, 155, 91, 277, 210, -1, 57, 483, 60, 
 18.10, -1, 112, 111, 142, 128, 105, 124, 71, 115, -1, -1, 90, 155, 91, 277, 210, -1, 57, 483, 60, 
 18.15, -1, 112, 111, 142, 128, 105, 124, 71, 115, -1, -1, 90, 270, 91, 277, 210, -1, 57, 483, 60, 
 18.20, -1, 112, 111, 142, 128, 105, 124, 25, 115, -1, -1, 90, 270, 91, 277, 210, -1, 57, 483, 60, 
 18.25, -1, 112, 111, 142, 104, 105, 124, 25, 115, -1, -1, 90, 270, 91, 277, 210, -1, 57, 483, 60, 
 18.35, -1, 112, 111, 142, 104, 105, 124, 25, 115, -1, -1, 90, 270, 91, 74, 210, -1, 57, 483, 60, 
 18.65, -1, 112, 111, 142, 104, 105, 124, 25, 115, -1, -1, 90, 270, 91, 74, 210, -1, 57, 337, 60, 
 18.75, -1, 112, 111, 142, 104, 105, 124, 25, 115, -1, -1, 90, 163, 91, 74, 210, -1, 57, 337, 60, 
 18.80, -1, 112, 111, 142, 104, 105, 124, 25, 115, -1, 107, 90, 163, 91, 74, 210, -1, 57, 337, 60, 
 18.90, -1, 112, 111, 142, 104, 105, 124, 95, 115, -1, 107, 90, 163, 91, 74, 210, -1, 57, 337, 60, 
 19.00, -1, 112, 111, 142, 104, 105, 124, 95, 115, -1, 107, 90, 163, 91, 74, 210, -1, 57, 96, 60, 
 19.10, -1, 112, 111, 142, 113, 105, 124, 95, 115, -1, 107, 90, 163, 91, 74, 210, -1, 57, 96, 60, 
 19.25, -1, 112, 111, 142, 113, 105, 124, 95, 115, -1, 107, 90, 163, 91, 74, 209, -1, 57, 96, 60, 
 19.35, -1, 112, 111, 142, 113, 105, 124, 95, 115, -1, 107, 90, 129, 91, 74, 209, -1, 57, 96, 60, 
 19.65, -1, 112, 111, 142, 113, 105, 124, 23, 115, -1, 107, 90, 129, 91, 74, 209, -1, 57, 96, 60, 
 19.80, 84, 112, 111, 142, 113, 105, 124, 23, 115, -1, 107, 90, 129, 91, 74, 209, -1, 57, 96, 60, 
 19.95, 84, 112, 111, 142, 113, 105, 124, 23, 115, -1, 107, 90, 129, 91, 74, 278, -1, 57, 96, 60, 
 20.40, 84, 112, 111, 142, 113, 105, 124, 23, 115, 26, 107, 90, 129, 91, 74, 278, -1, 57, 96, 60, 
 20.55, 84, 112, 111, 142, 113, 105, 124, 23, 115, 26, 107, 90, 129, 91, 74, 212, -1, 57, 96, 60, 
 20.65, 84, 112, 111, 142, 113, 143, 124, 23, 115, 26, 107, 90, 129, 91, 74, 212, -1, 57, 96, 60, 
 20.80, 84, 112, 111, 142, 113, 143, 124, 23, 115, 26, 107, 90, 129, 91, 74, 286, -1, 57, 96, 60, 
 20.85, 84, 112, 111, 142, 113, 143, 124, 23, 115, 26, 107, 90, 129, 91, 74, 286, -1, 492, 96, 60, 
 20.95, 84, 112, 111, 142, 113, 143, 124, 23, 115, 26, 107, 90, 129, 91, 74, 286, -1, 122, 96, 60, 
 21.05, 84, 112, 111, 142, 113, 143, 124, 23, 115, 26, 107, 90, 129, 91, 74, 196, -1, 122, 96, 60, 
 21.10, 84, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 196, -1, 122, 96, 60, 
 21.30, 84, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 196, 335, 122, 96, 60, 
 21.35, 133, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 196, 335, 122, 96, 60, 
 21.45, 111, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 196, 335, 122, 96, 60, 
 21.60, 111, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 261, 335, 122, 96, 60, 
 21.70, 70, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 261, 335, 122, 96, 60, 
 21.95, 70, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 60, 335, 122, 96, 60, 
 22.60, 70, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 60, 104, 122, 96, 60, 
 22.70, 70, 112, 111, 142, 113, 143, 124, 134, 115, 26, 107, 90, 129, 91, 74, 60, 493, 122, 96, 60, 
 22.85, 70, 112, 111, 142, 113, 143, 124, 134, 115, 11, 107, 90, 129, 91, 74, 60, 493, 122, 96, 60, 
 23.80, 70, 112, 111, 142, 113, 143, 124, 134, 115, 11, 107, 90, 129, 91, 74, 60, 108, 122, 96, 60, 
 25.10, 70, 112, 111, 142, 113, 143, 124, 134, 115, 38, 107, 90, 129, 91, 74, 60, 108, 122, 96, 60, 
 25.30, 70, 112, 111, 142, 113, 143, 124, 134, 115, 78, 107, 90, 129, 91, 74, 60, 108, 122, 96, 60, 
 25.60, 70, 112, 111, 142, 113, 143, 124, 134, 115, 78, 107, 90, 129, 91, 74, 60, 182, 122, 96, 60, 
 25.75, 70, 112, 111, 142, 113, 143, 124, 134, 115, 78, 107, 90, 129, 91, 74, 60, 457, 122, 96, 60, 
 26.05, 70, 112, 111, 142, 113, 143, 124, 134, 115, 13, 107, 90, 129, 91, 74, 60, 457, 122, 96, 60, 
 26.70, 70, 112, 111, 142, 113, 143, 124, 134, 115, 143, 107, 90, 129, 91, 74, 60, 457, 122, 96, 60, 
 27.10, 70, 112, 111, 142, 113, 143, 124, 134, 115, 143, 107, 90, 129, 91, 74, 60, 485, 122, 96, 60, 
 27.20, 70, 112, 111, 142, 113, 143, 124, 134, 115, 110, 107, 90, 129, 91, 74, 60, 485, 122, 96, 60, 
 27.30, 70, 112, 111, 142, 113, 143, 124, 134, 115, 110, 107, 90, 129, 91, 74, 60, 160, 122, 96, 60, 
 27.95, 70, 112, 111, 142, 46, 143, 124, 134, 115, 110, 107, 90, 129, 91, 74, 60, 160, 122, 96, 60, 
 28.75, 70, 112, 111, 142, 58, 143, 124, 134, 115, 110, 107, 90, 129, 91, 74, 60, 160, 122, 96, 60, 
 28.80, 70, 112, 111, 142, 58, 143, 124, 134, 115, 110, 107, 90, 438, 91, 74, 60, 160, 122, 96, 60, 
 28.85, 70, 112, 111, 142, 58, 143, 124, 134, 115, 110, 107, 90, 438, 91, 74, 60, 367, 122, 96, 60, 
 28.90, 70, 112, 111, 142, 58, 143, 124, 134, 115, 110, 107, 90, 438, 91, 74, 352, 367, 122, 96, 60, 
 29.30, 70, 112, 111, 142, 58, 143, 124, 134, 115, 4, 107, 90, 438, 91, 74, 352, 367, 122, 96, 60, 
 29.50, 70, 112, 111, 142, 58, 143, 124, 134, 115, 4, 107, 90, 438, 91, 74, 352, 307, 122, 96, 60, 
 29.65, 70, 112, 111, 142, 58, 143, 124, 134, 115, 4, 107, 90, 438, 91, 74, 352, 275, 122, 96, 60, 
 29.75, 70, 112, 111, 142, 58, 143, 124, 134, 127, 4, 107, 90, 438, 91, 74, 352, 275, 122, 96, 60, 
 29.90, 70, 112, 111, 142, 58, 143, 29, 134, 127, 4, 107, 90, 438, 91, 74, 352, 275, 122, 96, 60, 
 29.95, 70, 112, 111, 142, 25, 143, 29, 134, 127, 4, 107, 90, 438, 91, 74, 352, 275, 122, 96, 60, 
 30.00, 70, 112, 111, 142, 25, 143, 29, 134, 127, 4, 107, 90, 438, 91, 74, 336, 275, 122, 96, 60, 
 30.05, 70, 112, 111, 142, 25, 143, 29, 134, 127, 4, 107, 90, 438, 91, 74, 336, 275, 122, 96, 254, 
 30.10, 70, 112, 111, 142, 25, 143, 29, 134, 127, 57, 107, 90, 438, 91, 74, 336, 275, 122, 96, 254, 
 30.20, 70, 112, 111, 142, 25, 143, 90, 134, 127, 57, 107, 90, 438, 91, 74, 336, 275, 122, 96, 254, 
 30.35, 70, 112, 111, 142, 25, 143, 90, 134, 127, 57, 107, 90, 438, 91, 74, 336, 90, 122, 96, 254, 
 30.55, 70, 112, 111, 142, 25, 143, 90, 134, 127, 104, 107, 90, 438, 91, 74, 336, 90, 122, 96, 254, 
 30.70, 70, 112, 111, 142, 25, 143, 61, 134, 127, 104, 107, 90, 438, 91, 74, 336, 90, 122, 96, 254, 
 31.00, 70, 112, 111, 142, 25, 143, 61, 134, 127, 104, 107, 90, 438, 91, 74, 343, 90, 122, 96, 254, 
 31.10, 70, 112, 111, 142, 25, 143, 61, 134, 127, 104, 107, 90, 438, 91, 74, 485, 90, 122, 96, 254, 
 31.20, 70, 112, 111, 142, 25, 143, 61, 134, 127, 95, 107, 90, 438, 91, 74, 485, 90, 122, 96, 254, 
 31.40, 70, 112, 111, 142, 25, 143, 61, 134, 127, 27, 107, 90, 438, 91, 74, 485, 90, 122, 96, 254, 
 31.55, 70, 112, 111, 142, 25, 143, 84, 134, 127, 27, 107, 90, 438, 91, 74, 485, 90, 122, 96, 254, 
 31.60, 70, 112, 111, 142, 25, 143, 84, 134, 127, 27, 107, 90, 438, 91, 74, 440, 90, 122, 96, 254, 
 31.70, 70, 112, 111, 142, 25, 143, 84, 134, 127, 27, 107, 90, 339, 91, 74, 440, 90, 122, 96, 254, 
 32.00, 70, 112, 111, 142, 25, 143, 84, 134, 127, 77, 107, 90, 339, 91, 74, 440, 90, 122, 96, 254, 
 32.05, 59, 112, 111, 142, 25, 143, 84, 134, 127, 77, 107, 90, 339, 91, 74, 440, 90, 122, 96, 254, 
 32.10, 59, 112, 111, 142, 25, 143, 84, 134, 127, 77, 107, 90, 344, 91, 74, 440, 90, 122, 96, 254, 
 32.55, 59, 112, 111, 142, 92, 143, 84, 134, 127, 77, 107, 90, 344, 91, 74, 440, 90, 122, 96, 254, 
 32.70, 59, 112, 111, 142, 42, 143, 84, 134, 127, 77, 107, 90, 344, 91, 74, 440, 90, 122, 96, 254, 
 32.85, 59, 112, 111, 142, 42, 143, 13, 134, 127, 77, 107, 90, 344, 91, 74, 440, 90, 122, 96, 254, 
 32.95, 133, 112, 111, 142, 42, 143, 13, 134, 127, 77, 107, 90, 344, 91, 74, 440, 90, 122, 96, 254, 
 33.10, 133, 112, 111, 142, 42, 143, 13, 134, 127, 77, 107, 90, 344, 91, 74, 440, 90, 122, 96, 245, 
 33.25, 133, 112, 111, 142, 42, 143, 13, 134, 127, 33, 107, 90, 344, 91, 74, 440, 90, 122, 96, 245, 
 33.30, 133, 112, 111, 116, 42, 143, 13, 134, 127, 33, 107, 90, 344, 91, 74, 440, 90, 122, 96, 245, 
 33.35, 133, 112, 111, 116, 42, 143, 120, 134, 127, 33, 107, 90, 344, 91, 74, 440, 90, 122, 96, 245, 
 33.40, 133, 112, 111, 116, 42, 143, 120, 134, 127, 33, 107, 90, 344, 91, 74, 440, 90, 122, 96, 69, 
 33.45, 133, 112, 111, 116, 42, 143, 120, 134, 127, 33, 380, 90, 344, 91, 74, 440, 90, 122, 96, 69, 
 33.70, 133, 112, 111, 116, 42, 143, 120, 134, 127, 33, 380, 149, 344, 91, 74, 440, 90, 122, 96, 69, 
 33.80, 133, 112, 111, 116, 42, 143, 120, 134, 127, 24, 380, 149, 344, 91, 74, 440, 90, 122, 96, 69, 
 33.95, 133, 112, 111, 116, 28, 143, 120, 134, 127, 24, 380, 149, 344, 91, 74, 440, 90, 122, 96, 69, 
 34.00, 133, 112, 111, 116, 28, 143, 120, 134, 127, 24, 380, 149, 344, 91, 74, 56, 90, 122, 96, 69, 
 34.10, 133, 112, 111, 116, 28, 143, 120, 134, 127, 24, 338, 149, 344, 91, 74, 56, 90, 122, 96, 69, 
 34.40, 133, 112, 111, 116, 44, 143, 120, 134, 127, 24, 338, 149, 344, 91, 74, 56, 90, 122, 96, 69, 
 34.50, 133, 112, 111, 44, 44, 143, 120, 134, 127, 24, 338, 149, 344, 91, 74, 56, 90, 122, 96, 69, 
 34.60, 133, 112, 111, 78, 44, 143, 120, 134, 127, 24, 338, 149, 344, 91, 74, 56, 90, 122, 96, 69, 
 34.75, 133, 112, 111, 78, 44, 143, 120, 134, 127, 24, 338, 149, 344, 91, 74, 56, 90, 122, 107, 69, 
 34.85, 133, 112, 111, 78, 44, 143, 120, 134, 127, 74, 338, 149, 344, 91, 74, 56, 90, 122, 107, 69, 
 34.95, 133, 112, 111, 135, 44, 143, 120, 134, 127, 74, 338, 149, 344, 91, 74, 56, 90, 122, 107, 69, 
 35.05, 133, 112, 111, 135, 137, 143, 120, 134, 127, 74, 338, 149, 344, 91, 74, 56, 90, 122, 107, 69, 
 35.10, 133, 112, 111, 135, 137, 143, 120, 134, 127, 74, 338, 149, 227, 91, 74, 56, 90, 122, 107, 69, 
 35.20, 133, 112, 111, 135, 137, 143, 120, 134, 127, 74, 338, 149, 200, 91, 74, 56, 90, 122, 107, 69, 
 35.25, 133, 112, 111, 135, 146, 143, 120, 134, 127, 74, 338, 149, 200, 91, 74, 56, 90, 122, 107, 69, 
 35.35, 133, 112, 111, 135, 106, 143, 120, 134, 127, 74, 338, 149, 200, 91, 74, 56, 90, 122, 107, 69, 
 35.40, 133, 112, 111, 135, 106, 143, 120, 134, 127, 74, 338, 213, 200, 91, 74, 56, 90, 122, 107, 69, 
 35.60, 133, 112, 111, 135, 106, 143, 120, 134, 127, 74, 338, 213, 326, 91, 74, 56, 90, 122, 107, 69, 
 35.70, 133, 112, 111, 135, 150, 143, 120, 134, 127, 74, 338, 213, 326, 91, 74, 56, 90, 122, 107, 69, 
 35.75, 133, 112, 111, 135, 150, 143, 120, 134, 127, 74, 338, 213, 326, 116, 74, 56, 90, 122, 107, 69, 
 36.25, 133, 112, 111, 135, 150, 143, 120, 134, 127, 74, 338, 224, 326, 116, 74, 56, 90, 122, 107, 69, 
